date,name,tier,lp,score
2021-02-01,03년생일반고학생#공부하는중,Silver IV,0,8
2021-02-10,03년생일반고학생#공부하는중,Silver III,0,9
2021-02-22,03년생일반고학생#공부하는중,Silver II,0,10
2021-02-23,03년생일반고학생#공부하는중,Silver I,0,11
2021-02-24,03년생일반고학생#공부하는중,Silver II,0,10
2021-03-01,03년생일반고학생#공부하는중,Silver I,0,11
2021-03-04,03년생일반고학생#공부하는중,Silver II,0,10
2021-03-08,03년생일반고학생#공부하는중,Silver III,0,9
2021-03-17,03년생일반고학생#공부하는중,Silver IV,0,8
2021-03-19,03년생일반고학생#공부하는중,Silver III,0,9
2021-03-27,03년생일반고학생#공부하는중,Silver II,0,10
2021-04-03,03년생일반고학생#공부하는중,Silver III,0,9
2021-04-05,03년생일반고학생#공부하는중,Silver IV,0,8
2021-04-13,03년생일반고학생#공부하는중,Silver III,0,9
2021-05-02,03년생일반고학생#공부하는중,Silver II,2,10.02
2021-05-03,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-05-04,03년생일반고학생#공부하는중,Silver II,4,10.04
2021-05-10,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-05-16,03년생일반고학생#공부하는중,Silver II,4,10.04
2021-05-17,03년생일반고학생#공부하는중,Silver II,1,10.01
2021-05-18,03년생일반고학생#공부하는중,Silver II,5,10.05
2021-05-19,03년생일반고학생#공부하는중,Silver II,3,10.03
2021-05-25,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-05-26,03년생일반고학생#공부하는중,Silver II,9,10.09
2021-05-28,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-06-04,03년생일반고학생#공부하는중,Silver III,7,9.07
2021-06-05,03년생일반고학생#공부하는중,Silver IV,75,8.75
2021-06-14,03년생일반고학생#공부하는중,Silver III,5,9.05
2021-06-15,03년생일반고학생#공부하는중,Silver IV,75,8.75
2021-06-18,03년생일반고학생#공부하는중,Silver III,13,9.13
2021-06-19,03년생일반고학생#공부하는중,Silver III,3,9.03
2021-06-24,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-06-29,03년생일반고학생#공부하는중,Silver III,5,9.05
2021-07-01,03년생일반고학생#공부하는중,Silver II,7,10.07
2021-07-03,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-07-04,03년생일반고학생#공부하는중,Silver II,4,10.04
2021-07-13,03년생일반고학생#공부하는중,Silver II,75,10.75
2021-07-15,03년생일반고학생#공부하는중,Silver I,5,11.05
2021-07-21,03년생일반고학생#공부하는중,Silver II,75,10.75
2021-07-23,03년생일반고학생#공부하는중,Silver II,7,10.07
2021-07-26,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-08-02,03년생일반고학생#공부하는중,Silver IV,75,8.75
2021-08-15,03년생일반고학생#공부하는중,Silver III,15,9.15
2021-08-20,03년생일반고학생#공부하는중,Silver IV,75,8.75
2021-08-23,03년생일반고학생#공부하는중,Silver III,14,9.14
2021-08-31,03년생일반고학생#공부하는중,Silver II,6,10.06
2021-09-01,03년생일반고학생#공부하는중,Silver II,2,10.02
2021-09-02,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-09-03,03년생일반고학생#공부하는중,Silver II,9,10.09
2021-09-04,03년생일반고학생#공부하는중,Silver III,75,9.75
2021-09-08,03년생일반고학생#공부하는중,Silver II,4,10.04
2021-09-13,03년생일반고학생#공부하는중,Silver I,4,11.04
2021-09-29,03년생일반고학생#공부하는중,Gold IV,1,12.01
2021-10-18,03년생일반고학생#공부하는중,Silver I,75,11.75
2021-10-29,03년생일반고학생#공부하는중,Silver I,3,11.03
2021-11-02,03년생일반고학생#공부하는중,Silver II,75,10.75
2021-11-07,03년생일반고학생#공부하는중,Silver I,9,11.09
2021-11-19,03년생일반고학생#공부하는중,Gold IV,24,12.24
2021-12-09,03년생일반고학생#공부하는중,Gold III,23,13.23
2021-12-15,03년생일반고학생#공부하는중,Gold IV,40,12.4
2021-12-23,03년생일반고학생#공부하는중,Gold III,4,13.04
2021-12-25,03년생일반고학생#공부하는중,Gold II,1,14.01
2021-12-28,03년생일반고학생#공부하는중,Gold III,75,13.75
2021-12-29,03년생일반고학생#공부하는중,Gold II,1,14.01
2021-12-30,03년생일반고학생#공부하는중,Gold III,75,13.75
2022-01-01,03년생일반고학생#공부하는중,Gold IV,75,12.75
2022-01-10,03년생일반고학생#공부하는중,Silver III,59,9.59
2022-01-12,03년생일반고학생#공부하는중,Silver II,6,10.06
2022-01-13,03년생일반고학생#공부하는중,Silver III,75,9.75
2022-01-15,03년생일반고학생#공부하는중,Silver II,10,10.1
2022-01-18,03년생일반고학생#공부하는중,Silver I,7,11.07
2022-01-23,03년생일반고학생#공부하는중,Gold IV,1,12.01
2022-02-02,03년생일반고학생#공부하는중,Gold III,10,13.1
2022-02-06,03년생일반고학생#공부하는중,Gold IV,75,12.75
2022-02-07,03년생일반고학생#공부하는중,Gold III,5,13.05
2022-02-11,03년생일반고학생#공부하는중,Gold III,4,13.04
2022-03-05,03년생일반고학생#공부하는중,Gold II,5,14.05
2022-03-07,03년생일반고학생#공부하는중,Gold III,75,13.75
2022-03-10,03년생일반고학생#공부하는중,Gold IV,76,12.76
2022-03-12,03년생일반고학생#공부하는중,Gold III,14,13.14
2022-03-18,03년생일반고학생#공부하는중,Gold II,5,14.05
2022-03-31,03년생일반고학생#공부하는중,Gold III,75,13.75
2022-04-08,03년생일반고학생#공부하는중,Gold IV,75,12.75
2022-05-23,03년생일반고학생#공부하는중,Gold III,12,13.12
2022-05-27,03년생일반고학생#공부하는중,Gold II,9,14.09
2022-06-15,03년생일반고학생#공부하는중,Gold I,9,15.09
2022-06-17,03년생일반고학생#공부하는중,Gold II,75,14.75
2022-06-22,03년생일반고학생#공부하는중,Gold I,1,15.01
2022-06-24,03년생일반고학생#공부하는중,Gold II,75,14.75
2022-06-25,03년생일반고학생#공부하는중,Gold I,4,15.04
2022-06-27,03년생일반고학생#공부하는중,Gold II,75,14.75
2022-07-04,03년생일반고학생#공부하는중,Gold I,12,15.12
2022-07-09,03년생일반고학생#공부하는중,Gold II,75,14.75
2022-08-12,03년생일반고학생#공부하는중,Gold I,5,15.05
2022-08-15,03년생일반고학생#공부하는중,Gold II,75,14.75
2022-08-17,03년생일반고학생#공부하는중,Gold I,7,15.07
2022-08-19,03년생일반고학생#공부하는중,Gold I,6,15.06
2022-08-27,03년생일반고학생#공부하는중,Gold II,75,14.75
2022-09-04,03년생일반고학생#공부하는중,Gold III,75,13.75
2022-09-08,03년생일반고학생#공부하는중,Gold II,11,14.11
2022-09-17,03년생일반고학생#공부하는중,Gold III,75,13.75
2022-09-19,03년생일반고학생#공부하는중,Gold II,12,14.12
2022-10-16,03년생일반고학생#공부하는중,Gold III,75,13.75
2022-11-18,03년생일반고학생#공부하는중,Gold II,3,14.03
2023-01-13,03년생일반고학생#공부하는중,Silver I,32,11.32
2023-02-02,03년생일반고학생#공부하는중,Gold IV,1,12.01
2023-02-16,03년생일반고학생#공부하는중,Gold III,17,13.17
2023-02-21,03년생일반고학생#공부하는중,Gold II,9,14.09
2023-02-22,03년생일반고학생#공부하는중,Gold III,75,13.75
2023-02-23,03년생일반고학생#공부하는중,Gold II,1,14.01
2023-02-24,03년생일반고학생#공부하는중,Gold III,75,13.75
2023-02-26,03년생일반고학생#공부하는중,Gold II,1,14.01
2023-03-23,03년생일반고학생#공부하는중,Gold III,75,13.75
2023-04-01,03년생일반고학생#공부하는중,Gold II,6,14.06
2023-04-09,03년생일반고학생#공부하는중,Gold III,75,13.75
2023-04-11,03년생일반고학생#공부하는중,Gold II,1,14.01
2023-04-13,03년생일반고학생#공부하는중,Gold III,75,13.75
2023-04-15,03년생일반고학생#공부하는중,Gold II,5,14.05
2023-05-19,03년생일반고학생#공부하는중,Gold III,75,13.75
2023-07-26,03년생일반고학생#공부하는중,Gold III,39,13.39
2023-07-30,03년생일반고학생#공부하는중,Gold II,30,14.3
2023-08-07,03년생일반고학생#공부하는중,Gold I,26,15.26
2023-08-13,03년생일반고학생#공부하는중,Platinum IV,1,16.01
2023-08-18,03년생일반고학생#공부하는중,Platinum III,8,17.08
2023-08-21,03년생일반고학생#공부하는중,Platinum II,19,18.19
2023-08-22,03년생일반고학생#공부하는중,Platinum III,75,17.75
2023-08-23,03년생일반고학생#공부하는중,Platinum II,12,18.12
2023-08-24,03년생일반고학생#공부하는중,Platinum II,4,18.04
2023-08-29,03년생일반고학생#공부하는중,Platinum III,75,17.75
2023-08-30,03년생일반고학생#공부하는중,Platinum II,7,18.07
2023-08-31,03년생일반고학생#공부하는중,Platinum II,1,18.01
2023-09-02,03년생일반고학생#공부하는중,Platinum I,17,19.17
2023-09-05,03년생일반고학생#공부하는중,Emerald IV,1,20.01
2023-09-11,03년생일반고학생#공부하는중,Emerald III,6,21.06
2023-09-13,03년생일반고학생#공부하는중,Emerald IV,75,20.75
2023-09-30,03년생일반고학생#공부하는중,Platinum I,75,19.75
2023-10-02,03년생일반고학생#공부하는중,Platinum II,75,18.75
2023-11-08,03년생일반고학생#공부하는중,Platinum I,2,19.02
2023-11-17,03년생일반고학생#공부하는중,Platinum II,75,18.75
2023-11-19,03년생일반고학생#공부하는중,Platinum I,1,19.01
2023-11-22,03년생일반고학생#공부하는중,Platinum II,75,18.75
2023-11-24,03년생일반고학생#공부하는중,Platinum III,75,17.75
2023-11-27,03년생일반고학생#공부하는중,Platinum II,1,18.01
2023-12-01,03년생일반고학생#공부하는중,Platinum III,75,17.75
2023-12-04,03년생일반고학생#공부하는중,Platinum II,22,18.22
2023-12-05,03년생일반고학생#공부하는중,Platinum I,27,19.27
2023-12-07,03년생일반고학생#공부하는중,Emerald IV,1,20.01
2023-12-22,03년생일반고학생#공부하는중,Emerald II,7,22.07
2023-12-25,03년생일반고학생#공부하는중,Emerald III,75,21.75
2024-01-13,03년생일반고학생#공부하는중,Platinum III,76,17.76
2024-01-29,03년생일반고학생#공부하는중,Platinum II,1,18.01
2024-02-02,03년생일반고학생#공부하는중,Platinum I,9,19.09
2024-02-08,03년생일반고학생#공부하는중,Emerald IV,1,20.01
2024-07-30,03년생일반고학생#공부하는중,Platinum II,93,18.93
2024-08-25,03년생일반고학생#공부하는중,Platinum I,28,19.28
2024-09-15,03년생일반고학생#공부하는중,Emerald IV,13,20.13
2024-11-18,03년생일반고학생#공부하는중,Platinum IV,97,16.97
2024-11-22,03년생일반고학생#공부하는중,Platinum III,31,17.31
2024-11-25,03년생일반고학생#공부하는중,Platinum IV,97,16.97
2024-11-27,03년생일반고학생#공부하는중,Platinum III,28,17.28
2024-11-28,03년생일반고학생#공부하는중,Platinum III,26,17.26
2024-11-29,03년생일반고학생#공부하는중,Platinum III,15,17.15
2024-11-30,03년생일반고학생#공부하는중,Platinum IV,92,16.92
2024-12-11,03년생일반고학생#공부하는중,Platinum III,86,17.86
2024-12-12,03년생일반고학생#공부하는중,Platinum II,10,18.1
2024-12-13,03년생일반고학생#공부하는중,Platinum II,14,18.14
2024-12-17,03년생일반고학생#공부하는중,Platinum II,17,18.17
2024-12-19,03년생일반고학생#공부하는중,Platinum III,91,17.91
2024-12-22,03년생일반고학생#공부하는중,Platinum IV,88,16.88
2025-01-14,03년생일반고학생#공부하는중,Silver I,40,11.4
2025-02-01,03년생일반고학생#공부하는중,Gold IV,3,12.03
2025-02-11,03년생일반고학생#공부하는중,Gold III,29,13.29
2025-02-12,03년생일반고학생#공부하는중,Gold IV,91,12.91
2025-02-14,03년생일반고학생#공부하는중,Gold III,6,13.06
2025-02-19,03년생일반고학생#공부하는중,Gold III,87,13.87
2025-02-21,03년생일반고학생#공부하는중,Gold II,25,14.25
2025-03-01,03년생일반고학생#공부하는중,Gold III,94,13.94
2025-03-09,03년생일반고학생#공부하는중,Gold IV,80,12.8
2025-03-18,03년생일반고학생#공부하는중,Gold IV,21,12.21
2025-03-29,03년생일반고학생#공부하는중,Silver I,75,11.75
2025-03-30,03년생일반고학생#공부하는중,Gold IV,9,12.09
2025-04-01,03년생일반고학생#공부하는중,Gold III,76,13.76
2025-04-02,03년생일반고학생#공부하는중,Gold II,17,14.17
2025-04-03,03년생일반고학생#공부하는중,Gold II,10,14.1
2025-04-04,03년생일반고학생#공부하는중,Gold I,8,15.08
2025-04-06,03년생일반고학생#공부하는중,Platinum IV,9,16.09
2025-04-09,03년생일반고학생#공부하는중,Platinum III,11,17.11
2025-04-10,03년생일반고학생#공부하는중,Platinum III,6,17.06
2025-04-13,03년생일반고학생#공부하는중,Platinum IV,81,16.81
2025-04-18,03년생일반고학생#공부하는중,Platinum II,4,18.04
2025-04-19,03년생일반고학생#공부하는중,Platinum III,78,17.78
2025-04-22,03년생일반고학생#공부하는중,Platinum II,1,18.01
2025-04-29,03년생일반고학생#공부하는중,Platinum III,82,17.82
2025-05-08,03년생일반고학생#공부하는중,Platinum III,2,17.02
2025-08-18,03년생일반고학생#공부하는중,Platinum II,0,18
2025-08-20,03년생일반고학생#공부하는중,Platinum II,46,18.46
2025-08-21,03년생일반고학생#공부하는중,Platinum II,69,18.69
2025-08-24,03년생일반고학생#공부하는중,Platinum III,94,17.94
2025-08-31,03년생일반고학생#공부하는중,Platinum IV,83,16.83
2025-09-22,03년생일반고학생#공부하는중,Platinum II,60,18.6
2025-09-23,03년생일반고학생#공부하는중,Platinum II,84,18.84
2025-10-03,03년생일반고학생#공부하는중,Platinum I,9,19.09
2025-10-11,03년생일반고학생#공부하는중,Platinum II,81,18.81
2025-10-13,03년생일반고학생#공부하는중,Platinum I,4,19.04
2025-10-16,03년생일반고학생#공부하는중,Platinum I,1,19.01
2025-10-26,03년생일반고학생#공부하는중,Platinum II,94,18.94
2025-11-16,03년생일반고학생#공부하는중,Platinum III,81,17.81
2025-11-22,03년생일반고학생#공부하는중,Platinum II,48,18.48
2025-11-29,03년생일반고학생#공부하는중,Platinum I,11,19.11
2025-11-30,03년생일반고학생#공부하는중,Emerald IV,24,20.24
2025-12-01,03년생일반고학생#공부하는중,Emerald III,4,21.04
2025-12-02,03년생일반고학생#공부하는중,Emerald IV,84,20.84
2025-12-04,03년생일반고학생#공부하는중,Emerald IV,83,20.83
2025-12-15,03년생일반고학생#공부하는중,Platinum I,70,19.7
2025-12-17,03년생일반고학생#공부하는중,Emerald IV,17,20.17
2025-12-21,03년생일반고학생#공부하는중,Emerald IV,40,20.4
2025-12-22,03년생일반고학생#공부하는중,Emerald IV,18,20.18
2020-09-08,Aileri#KR1,Silver IV,0,8
2020-09-09,Aileri#KR1,Silver II,0,10
2020-09-10,Aileri#KR1,Gold IV,0,12
2020-09-12,Aileri#KR1,Gold I,0,15
2020-09-13,Aileri#KR1,Platinum II,0,18
2020-09-21,Aileri#KR1,Diamond III,0,25
2020-09-23,Aileri#KR1,Diamond II,0,26
2020-10-03,Aileri#KR1,Diamond I,0,27
2020-10-04,Aileri#KR1,Diamond II,0,26
2020-10-07,Aileri#KR1,Diamond I,0,27
2020-11-18,Aileri#KR1,Diamond II,0,26
2020-11-28,Aileri#KR1,Diamond I,0,27
2021-04-12,Aileri#KR1,Diamond III,0,25
2021-04-13,Aileri#KR1,Diamond II,0,26
2021-04-14,Aileri#KR1,Diamond I,0,27
2021-04-17,Aileri#KR1,Master,1,28.01
2021-04-20,Aileri#KR1,Diamond I,0,27
2021-05-04,Aileri#KR1,Diamond II,75,26.75
2021-05-08,Aileri#KR1,Diamond I,2,27.02
2021-06-12,Aileri#KR1,Master,1,28.01
2021-06-15,Aileri#KR1,Master,157,29.57
2021-06-16,Aileri#KR1,Master,114,29.14
2021-06-18,Aileri#KR1,Master,134,29.34
2021-06-20,Aileri#KR1,Master,154,29.54
2021-06-22,Aileri#KR1,Master,157,29.57
2021-06-25,Aileri#KR1,Master,147,29.47
2021-06-27,Aileri#KR1,Master,132,29.32
2021-06-28,Aileri#KR1,Master,192,29.92
2021-06-30,Aileri#KR1,Master,124,29.24
2021-07-03,Aileri#KR1,Master,107,29.07
2021-07-05,Aileri#KR1,Master,158,29.58
2021-07-07,Aileri#KR1,Master,140,29.4
2021-07-08,Aileri#KR1,Master,123,29.23
2021-07-11,Aileri#KR1,Master,97,28.97
2021-07-13,Aileri#KR1,Master,94,28.94
2021-07-16,Aileri#KR1,Diamond I,75,27.75
2021-07-22,Aileri#KR1,Master,167,29.67
2021-07-23,Aileri#KR1,Master,253,30.53
2021-07-25,Aileri#KR1,Master,239,30.39
2021-07-26,Aileri#KR1,Master,323,31.23
2021-07-27,Aileri#KR1,Master,331,31.31
2021-07-28,Aileri#KR1,Master,313,31.13
2021-07-29,Aileri#KR1,Master,370,31.7
2021-07-31,Aileri#KR1,Master,273,30.73
2021-08-01,Aileri#KR1,Master,295,30.95
2021-08-02,Aileri#KR1,Master,272,30.72
2021-08-04,Aileri#KR1,Master,334,31.34
2021-08-05,Aileri#KR1,Master,453,32.53
2021-08-06,Aileri#KR1,Grandmaster,449,36.49
2021-08-08,Aileri#KR1,Grandmaster,507,37.07
2021-08-09,Aileri#KR1,Grandmaster,490,36.9
2021-08-10,Aileri#KR1,Grandmaster,569,37.69
2021-08-11,Aileri#KR1,Grandmaster,619,38.19
2021-08-12,Aileri#KR1,Grandmaster,603,38.03
2021-08-13,Aileri#KR1,Grandmaster,627,38.27
2021-08-15,Aileri#KR1,Grandmaster,599,37.99
2021-08-16,Aileri#KR1,Grandmaster,573,37.73
2021-08-17,Aileri#KR1,Grandmaster,648,38.48
2021-08-18,Aileri#KR1,Grandmaster,600,38
2021-08-20,Aileri#KR1,Grandmaster,658,38.58
2021-08-21,Aileri#KR1,Grandmaster,753,39.53
2021-08-22,Aileri#KR1,Grandmaster,666,38.66
2021-08-23,Aileri#KR1,Grandmaster,649,38.49
2021-08-24,Aileri#KR1,Grandmaster,651,38.51
2021-08-25,Aileri#KR1,Grandmaster,690,38.9
2021-08-26,Aileri#KR1,Grandmaster,687,38.87
2021-08-31,Aileri#KR1,Grandmaster,669,38.69
2021-09-01,Aileri#KR1,Grandmaster,651,38.51
2021-09-04,Aileri#KR1,Grandmaster,633,38.33
2021-09-05,Aileri#KR1,Grandmaster,632,38.32
2021-09-08,Aileri#KR1,Grandmaster,562,37.62
2021-09-10,Aileri#KR1,Grandmaster,581,37.81
2021-09-13,Aileri#KR1,Grandmaster,672,38.72
2021-09-15,Aileri#KR1,Grandmaster,658,38.58
2021-09-16,Aileri#KR1,Grandmaster,603,38.03
2021-09-18,Aileri#KR1,Grandmaster,585,37.85
2021-09-20,Aileri#KR1,Grandmaster,604,38.04
2021-09-21,Aileri#KR1,Grandmaster,566,37.66
2021-09-22,Aileri#KR1,Grandmaster,603,38.03
2021-09-25,Aileri#KR1,Grandmaster,619,38.19
2021-09-26,Aileri#KR1,Grandmaster,720,39.2
2021-09-27,Aileri#KR1,Grandmaster,752,39.52
2021-09-28,Aileri#KR1,Challenger,752,43.52
2021-10-01,Aileri#KR1,Challenger,818,44.18
2021-10-04,Aileri#KR1,Challenger,848,44.48
2021-10-06,Aileri#KR1,Challenger,829,44.29
2021-10-08,Aileri#KR1,Challenger,771,43.71
2021-10-14,Aileri#KR1,Challenger,752,43.52
2021-10-15,Aileri#KR1,Challenger,769,43.69
2021-10-17,Aileri#KR1,Challenger,786,43.86
2021-10-19,Aileri#KR1,Challenger,768,43.68
2021-10-20,Aileri#KR1,Challenger,786,43.86
2021-10-22,Aileri#KR1,Grandmaster,762,39.62
2021-10-23,Aileri#KR1,Challenger,762,43.62
2021-10-24,Aileri#KR1,Grandmaster,762,39.62
2021-10-26,Aileri#KR1,Challenger,780,43.8
2021-10-30,Aileri#KR1,Challenger,778,43.78
2021-11-03,Aileri#KR1,Grandmaster,732,39.32
2021-11-05,Aileri#KR1,Challenger,785,43.85
2021-11-07,Aileri#KR1,Grandmaster,802,40.02
2021-11-08,Aileri#KR1,Challenger,817,44.17
2021-11-09,Aileri#KR1,Grandmaster,764,39.64
2021-11-11,Aileri#KR1,Challenger,834,44.34
2021-11-13,Aileri#KR1,Challenger,861,44.61
2021-12-01,Aileri#KR1,Grandmaster,861,40.61
2022-01-11,Aileri#KR1,Diamond I,1,27.01
2022-01-14,Aileri#KR1,Master,1,28.01
2022-01-15,Aileri#KR1,Master,46,28.46
2022-01-16,Aileri#KR1,Master,21,28.21
2022-01-17,Aileri#KR1,Master,57,28.57
2022-01-19,Aileri#KR1,Master,104,29.04
2022-01-21,Aileri#KR1,Master,192,29.92
2022-01-22,Aileri#KR1,Grandmaster,206,34.06
2022-01-24,Aileri#KR1,Grandmaster,227,34.27
2022-01-26,Aileri#KR1,Grandmaster,252,34.52
2022-01-27,Aileri#KR1,Grandmaster,283,34.83
2022-01-30,Aileri#KR1,Grandmaster,334,35.34
2022-01-31,Aileri#KR1,Grandmaster,299,34.99
2022-02-03,Aileri#KR1,Grandmaster,346,35.46
2022-02-04,Aileri#KR1,Grandmaster,368,35.68
2022-02-05,Aileri#KR1,Grandmaster,340,35.4
2022-02-06,Aileri#KR1,Grandmaster,292,34.92
2022-02-07,Aileri#KR1,Grandmaster,304,35.04
2022-02-09,Aileri#KR1,Grandmaster,320,35.2
2022-02-10,Aileri#KR1,Grandmaster,345,35.45
2022-02-12,Aileri#KR1,Grandmaster,360,35.6
2022-02-13,Aileri#KR1,Grandmaster,308,35.08
2022-02-14,Aileri#KR1,Grandmaster,326,35.26
2022-02-15,Aileri#KR1,Grandmaster,291,34.91
2022-02-17,Aileri#KR1,Grandmaster,258,34.58
2022-02-18,Aileri#KR1,Grandmaster,294,34.94
2022-02-21,Aileri#KR1,Grandmaster,219,34.19
2022-02-22,Aileri#KR1,Master,219,30.19
2022-02-23,Aileri#KR1,Grandmaster,219,34.19
2022-02-25,Aileri#KR1,Master,257,30.57
2022-02-26,Aileri#KR1,Grandmaster,294,34.94
2022-02-28,Aileri#KR1,Grandmaster,351,35.51
2022-03-02,Aileri#KR1,Grandmaster,371,35.71
2022-03-03,Aileri#KR1,Grandmaster,375,35.75
2022-03-04,Aileri#KR1,Grandmaster,448,36.48
2022-03-06,Aileri#KR1,Grandmaster,468,36.68
2022-03-08,Aileri#KR1,Grandmaster,549,37.49
2022-03-09,Aileri#KR1,Grandmaster,481,36.81
2022-03-10,Aileri#KR1,Grandmaster,527,37.27
2022-03-11,Aileri#KR1,Grandmaster,505,37.05
2022-03-12,Aileri#KR1,Grandmaster,504,37.04
2022-03-14,Aileri#KR1,Grandmaster,570,37.7
2022-03-15,Aileri#KR1,Challenger,606,42.06
2022-03-20,Aileri#KR1,Challenger,623,42.23
2022-03-23,Aileri#KR1,Challenger,643,42.43
2022-03-27,Aileri#KR1,Challenger,647,42.47
2022-03-28,Aileri#KR1,Challenger,658,42.58
2022-03-29,Aileri#KR1,Challenger,655,42.55
2022-04-01,Aileri#KR1,Challenger,702,43.02
2022-04-03,Aileri#KR1,Challenger,718,43.18
2022-04-04,Aileri#KR1,Grandmaster,583,37.83
2022-04-06,Aileri#KR1,Grandmaster,529,37.29
2022-04-08,Aileri#KR1,Grandmaster,512,37.12
2022-04-10,Aileri#KR1,Grandmaster,456,36.56
2022-04-11,Aileri#KR1,Grandmaster,405,36.05
2022-04-13,Aileri#KR1,Grandmaster,510,37.1
2022-04-14,Aileri#KR1,Grandmaster,584,37.84
2022-04-15,Aileri#KR1,Grandmaster,693,38.93
2022-04-16,Aileri#KR1,Challenger,762,43.62
2022-04-19,Aileri#KR1,Challenger,707,43.07
2022-04-20,Aileri#KR1,Challenger,708,43.08
2022-04-21,Aileri#KR1,Challenger,739,43.39
2022-04-22,Aileri#KR1,Challenger,811,44.11
2022-04-23,Aileri#KR1,Challenger,859,44.59
2022-04-25,Aileri#KR1,Challenger,804,44.04
2022-04-27,Aileri#KR1,Challenger,771,43.71
2022-04-28,Aileri#KR1,Challenger,805,44.05
2022-04-29,Aileri#KR1,Challenger,842,44.42
2022-05-01,Aileri#KR1,Challenger,852,44.52
2022-05-02,Aileri#KR1,Challenger,815,44.15
2022-05-03,Aileri#KR1,Challenger,800,44
2022-05-04,Aileri#KR1,Challenger,753,43.53
2022-05-06,Aileri#KR1,Challenger,718,43.18
2022-05-07,Aileri#KR1,Challenger,775,43.75
2022-05-08,Aileri#KR1,Challenger,819,44.19
2022-05-09,Aileri#KR1,Challenger,963,45.63
2022-05-10,Aileri#KR1,Challenger,1009,46.09
2022-05-13,Aileri#KR1,Challenger,1048,46.48
2022-05-14,Aileri#KR1,Challenger,1030,46.3
2022-05-18,Aileri#KR1,Challenger,1013,46.13
2022-05-21,Aileri#KR1,Challenger,1015,46.15
2022-05-23,Aileri#KR1,Challenger,1057,46.57
2022-05-31,Aileri#KR1,Challenger,1039,46.39
2022-06-01,Aileri#KR1,Challenger,1030,46.3
2022-06-02,Aileri#KR1,Challenger,1009,46.09
2022-06-11,Aileri#KR1,Challenger,1017,46.17
2022-06-12,Aileri#KR1,Challenger,1000,46
2022-06-13,Aileri#KR1,Challenger,994,45.94
2022-06-14,Aileri#KR1,Challenger,1020,46.2
2022-06-15,Aileri#KR1,Challenger,1068,46.68
2022-06-19,Aileri#KR1,Challenger,1001,46.01
2022-06-24,Aileri#KR1,Challenger,982,45.82
2022-06-25,Aileri#KR1,Challenger,1000,46
2022-06-26,Aileri#KR1,Challenger,1026,46.26
2022-06-28,Aileri#KR1,Challenger,930,45.3
2022-06-29,Aileri#KR1,Challenger,947,45.47
2022-07-02,Aileri#KR1,Challenger,948,45.48
2022-07-04,Aileri#KR1,Challenger,931,45.31
2022-07-09,Aileri#KR1,Challenger,921,45.21
2022-07-10,Aileri#KR1,Challenger,935,45.35
2022-07-13,Aileri#KR1,Challenger,876,44.76
2022-07-15,Aileri#KR1,Challenger,890,44.9
2022-07-20,Aileri#KR1,Challenger,869,44.69
2022-07-23,Aileri#KR1,Challenger,847,44.47
2022-07-24,Aileri#KR1,Challenger,827,44.27
2022-07-25,Aileri#KR1,Grandmaster,765,39.65
2022-07-26,Aileri#KR1,Challenger,859,44.59
2022-07-31,Aileri#KR1,Challenger,875,44.75
2022-08-01,Aileri#KR1,Challenger,903,45.03
2022-08-02,Aileri#KR1,Challenger,930,45.3
2022-08-04,Aileri#KR1,Challenger,927,45.27
2022-08-07,Aileri#KR1,Grandmaster,832,40.32
2022-08-08,Aileri#KR1,Challenger,883,44.83
2022-08-10,Aileri#KR1,Challenger,900,45
2022-08-12,Aileri#KR1,Challenger,916,45.16
2022-08-13,Aileri#KR1,Challenger,872,44.72
2022-08-14,Aileri#KR1,Challenger,851,44.51
2022-08-16,Aileri#KR1,Challenger,906,45.06
2022-08-17,Aileri#KR1,Challenger,903,45.03
2022-08-18,Aileri#KR1,Challenger,919,45.19
2022-08-22,Aileri#KR1,Challenger,963,45.63
2022-08-23,Aileri#KR1,Challenger,945,45.45
2022-08-24,Aileri#KR1,Challenger,896,44.96
2022-08-25,Aileri#KR1,Challenger,878,44.78
2022-08-26,Aileri#KR1,Challenger,911,45.11
2022-08-28,Aileri#KR1,Challenger,907,45.07
2022-08-29,Aileri#KR1,Challenger,1040,46.4
2022-08-30,Aileri#KR1,Challenger,1002,46.02
2022-08-31,Aileri#KR1,Challenger,980,45.8
2022-09-01,Aileri#KR1,Challenger,959,45.59
2022-09-02,Aileri#KR1,Challenger,952,45.52
2022-09-03,Aileri#KR1,Challenger,891,44.91
2022-09-05,Aileri#KR1,Challenger,906,45.06
2022-09-06,Aileri#KR1,Challenger,922,45.22
2022-09-08,Aileri#KR1,Challenger,898,44.98
2022-09-11,Aileri#KR1,Challenger,896,44.96
2022-09-13,Aileri#KR1,Challenger,967,45.67
2022-09-14,Aileri#KR1,Challenger,959,45.59
2022-09-15,Aileri#KR1,Challenger,980,45.8
2022-09-17,Aileri#KR1,Challenger,1016,46.16
2022-09-19,Aileri#KR1,Challenger,1065,46.65
