date,name,tier,lp,score
2025-03-18,03년생일반고학생#공부하는중,Gold IV,21,12.21
2025-03-18,두유남진원#KR2,Gold IV,94,12.94
2025-03-19,춘봉박#알콜장전,Silver II,82,10.82
2025-03-22,춘봉박#알콜장전,Silver I,5,11.05
2025-03-23,두유남진원#KR2,Gold IV,78,12.78
2025-03-25,두유남진원#KR2,Gold IV,21,12.21
2025-03-28,두유남진원#KR2,Silver I,75,11.75
2025-03-29,03년생일반고학생#공부하는중,Silver I,75,11.75
2025-03-29,두유남진원#KR2,Silver I,18,11.18
2025-03-30,03년생일반고학생#공부하는중,Gold IV,9,12.09
2025-03-30,강철의주먹연우#KR1,Gold IV,10,12.1
2025-03-30,두유남진원#KR2,Silver II,95,10.95
2025-03-31,가을와이번스#KR1,Silver I,48,11
2025-03-31,날씨가너무덥네요#KR1,Gold II,97,14.97
2025-04-01,03년생일반고학생#공부하는중,Gold III,76,13.76
2025-04-01,두유남진원#KR2,Gold IV,11,12.11
2025-04-02,03년생일반고학생#공부하는중,Gold II,17,14.17
2025-04-03,03년생일반고학생#공부하는중,Gold II,10,14.1
2025-04-04,03년생일반고학생#공부하는중,Gold I,8,15.08
2025-04-05,춘봉박#알콜장전,Silver II,79,10.79
2025-04-06,03년생일반고학생#공부하는중,Platinum IV,9,16.09
2025-04-09,03년생일반고학생#공부하는중,Platinum III,11,17.11
2025-04-10,03년생일반고학생#공부하는중,Platinum III,6,17.06
2025-04-13,03년생일반고학생#공부하는중,Platinum IV,81,16.81
2025-04-15,가을와이번스#KR1,Silver I,14,11
2025-04-17,강철의주먹연우#KR1,Gold IV,81,12.81
2025-04-18,03년생일반고학생#공부하는중,Platinum II,4,18.04
2025-04-19,03년생일반고학생#공부하는중,Platinum III,78,17.78
2025-04-22,03년생일반고학생#공부하는중,Platinum II,1,18.01
2025-04-25,춘봉박#알콜장전,Silver III,94,9.94
2025-04-26,우리좋은말만써요#KR1,Bronze II,11,6.11
2025-04-29,03년생일반고학생#공부하는중,Platinum III,82,17.82
2025-04-29,춘봉박#알콜장전,Silver III,84,9.84
2025-05-04,우리좋은말만써요#KR1,Bronze I,53,7.53
2025-05-05,우리좋은말만써요#KR1,Silver IV,5,8.05
2025-05-06,강철의주먹연우#KR1,Gold III,1,13.01
2025-05-06,춘봉박#알콜장전,Silver III,9,9.09
2025-05-08,03년생일반고학생#공부하는중,Platinum III,2,17.02
2025-05-10,춘봉박#알콜장전,Silver II,15,10.15
2025-05-11,강철의주먹연우#KR1,Gold II,6,14.06
2025-05-15,두유남진원#KR2,Silver I,75,11.75
2025-05-17,두유남진원#KR2,Gold IV,81,12.81
2025-05-18,강철의주먹연우#KR1,Gold I,11,15.11
2025-05-20,춘봉박#알콜장전,Silver II,18,10.18
2025-05-21,가을와이번스#KR1,Silver I,16,11
2025-05-22,가을와이번스#KR1,Gold IV,84,12
2025-05-22,두유남진원#KR2,Gold III,9,13.09
2025-05-23,가을와이번스#KR1,Gold III,10,13
2025-05-23,강철의주먹연우#KR1,Gold I,22,15.22
2025-05-23,두유남진원#KR2,Gold II,1,14.01
2025-05-24,두유남진원#KR2,Gold I,19,15.19
2025-05-25,가을와이번스#KR1,Gold III,22,13
2025-05-25,두유남진원#KR2,Gold II,95,14.95
2025-05-27,강철의주먹연우#KR1,Gold I,21,15.21
2025-05-29,춘봉박#알콜장전,Silver III,94,9.94
2025-05-30,가을와이번스#KR1,Gold IV,77,12
2025-05-30,강철의주먹연우#KR1,Gold II,81,14.81
2025-05-30,두유남진원#KR2,Gold IV,94,12.94
2025-05-31,강철의주먹연우#KR1,Gold I,10,15.1
2025-05-31,두유남진원#KR2,Gold III,15,13.15
2025-05-31,우리좋은말만써요#KR1,Silver IV,83,8.83
2025-06-01,강철의주먹연우#KR1,Platinum IV,11,16.11
2025-06-01,두유남진원#KR2,Gold III,92,13.92
2025-06-02,가을와이번스#KR1,Gold III,6,13
2025-06-02,두유남진원#KR2,Gold II,16,14.16
2025-06-03,우리좋은말만써요#KR1,Silver III,22,9.22
2025-06-05,두유남진원#KR2,Gold II,87,14.87
2025-06-06,가을와이번스#KR1,Gold III,88,13
2025-06-06,T1 Zeus#jung4,Silver III,76,9.76
2025-06-06,우리좋은말만써요#KR1,Silver II,2,10.02
2025-06-10,가을와이번스#KR1,Gold IV,97,12
2025-06-11,가을와이번스#KR1,Gold III,23,13
2025-06-12,두유남진원#KR2,Gold I,16,15.16
2025-06-13,가을와이번스#KR1,Gold III,22,13
2025-06-13,두유남진원#KR2,Gold II,91,14.91
2025-06-13,춘봉박#알콜장전,Silver IV,92,8.92
2025-06-14,두유남진원#KR2,Platinum III,3,17.03
2025-06-15,가을와이번스#KR1,Gold II,12,14
2025-06-15,두유남진원#KR2,Platinum III,1,17.01
2025-06-16,날씨가너무덥네요#KR1,Platinum IV,9,16.09
2025-06-16,두유남진원#KR2,Platinum IV,86,16.86
2025-06-16,우리좋은말만써요#KR1,Silver III,94,9.94
2025-06-17,가을와이번스#KR1,Gold III,81,13
2025-06-18,Shayd#V0ID,Gold II,11,14.11
2025-06-18,가을와이번스#KR1,Gold II,5,14
2025-06-18,날씨가너무덥네요#KR1,Platinum II,34,18.34
2025-06-18,두유남진원#KR2,Platinum IV,17,16.17
2025-06-19,가을와이번스#KR1,Gold I,1,15
2025-06-19,우리좋은말만써요#KR1,Silver II,2,10.02
2025-06-21,강철의주먹연우#KR1,Platinum III,18,17.18
2025-06-21,두유남진원#KR2,Platinum III,16,17.16
2025-06-22,우리좋은말만써요#KR1,Silver III,86,9.86
2025-06-23,가을와이번스#KR1,Gold II,78,14
2025-06-24,우리좋은말만써요#KR1,Silver II,1,10.01
2025-06-24,춘봉박#알콜장전,Silver IV,88,8.88
2025-06-25,우리좋은말만써요#KR1,Silver III,84,9.84
2025-06-26,두유남진원#KR2,Platinum IV,74,16.74
2025-06-26,우리좋은말만써요#KR1,Silver III,87,9.87
2025-06-27,가을와이번스#KR1,Gold III,75,13
2025-06-28,가을와이번스#KR1,Gold IV,83,12
2025-06-28,두유남진원#KR2,Platinum IV,20,16.2
2025-06-28,우리좋은말만써요#KR1,Silver III,21,9.21
2025-06-29,가을와이번스#KR1,Gold III,31,13
2025-06-29,우리좋은말만써요#KR1,Silver IV,97,8.97
2025-06-30,Shayd#V0ID,Gold I,15,15.15
2025-06-30,닥터hong#KR1,Gold III,14,13.14
2025-06-30,두유남진원#KR2,Platinum IV,84,16.84
2025-07-01,LOV3#КR1,Gold I,6,15.06
2025-07-01,Shayd#V0ID,Gold II,96,14.96
2025-07-02,LOV3#КR1,Platinum IV,8,16.08
2025-07-02,Shayd#V0ID,Platinum IV,1,16.01
2025-07-02,가을와이번스#KR1,Gold II,8,14
2025-07-02,두유남진원#KR2,Platinum III,16,17.16
2025-07-03,LOV3#КR1,Platinum III,95,17.95
2025-07-04,가을와이번스#KR1,Gold III,79,13
2025-07-04,닥터hong#KR1,Gold IV,93,12.93
2025-07-04,두유남진원#KR2,Platinum III,37,17.37
2025-07-05,LOV3#КR1,Platinum II,99,18.99
2025-07-05,Shayd#V0ID,Platinum III,39,17.39
2025-07-05,가을와이번스#KR1,Gold II,7,14
2025-07-05,강철의주먹연우#KR1,Platinum IV,90,16.9
2025-07-05,T1 Zeus#jung4,Silver III,4,9.04
2025-07-05,닥터hong#KR1,Gold III,18,13.18
2025-07-05,두유남진원#KR2,Platinum IV,81,16.81
2025-07-06,LOV3#КR1,Platinum I,32,19.32
2025-07-06,가을와이번스#KR1,Gold III,81,13
2025-07-07,그건정글탓입니다#KR1,Silver I,35,11.35
2025-07-07,날씨가너무덥네요#KR1,Emerald IV,5,20.05
2025-07-07,닥터hong#KR1,Gold II,17,14.17
2025-07-08,LOV3#КR1,Platinum I,7,19.07
2025-07-08,가을와이번스#KR1,Gold II,31,14
2025-07-08,T1 Zeus#jung4,Silver III,92,9.92
2025-07-08,닥터hong#KR1,Gold I,16,15.16
2025-07-08,두유남진원#KR2,Gold I,75,15.75
2025-07-09,LOV3#КR1,Platinum I,16,19.16
2025-07-09,Shayd#V0ID,Platinum III,78,17.78
2025-07-09,가을와이번스#KR1,Gold I,5,15
2025-07-09,닥터hong#KR1,Gold II,93,14.93
2025-07-10,Shayd#V0ID,Platinum III,88,17.88
2025-07-10,Synow#KR1,Silver II,20,10.2
2025-07-10,가을와이번스#KR1,Platinum IV,24,16
2025-07-10,두유남진원#KR2,Platinum IV,9,16.09
2025-07-11,LOV3#КR1,Emerald IV,14,20.14
2025-07-11,Shayd#V0ID,Platinum II,17,18.17
2025-07-11,Synow#KR1,Gold IV,16,12.16
2025-07-11,T1 Zeus#jung4,Silver III,30,9.3
2025-07-11,춘봉박#알콜장전,Bronze I,75,7.75
2025-07-12,Synow#KR1,Gold III,6,13.06
2025-07-12,두유남진원#KR2,Platinum IV,22,16.22
2025-07-13,가을와이번스#KR1,Gold I,49,15
2025-07-13,그건정글탓입니다#KR1,Gold III,15,13.15
2025-07-14,가을와이번스#KR1,Platinum IV,0,16
2025-07-15,Synow#KR1,Gold II,1,14.01
2025-07-15,두유남진원#KR2,Platinum IV,19,16.19
2025-07-16,Shayd#V0ID,Platinum I,24,19.24
2025-07-16,Synow#KR1,Gold I,1,15.01
2025-07-16,닥터hong#KR1,Gold I,16,15.16
2025-07-16,두유남진원#KR2,Gold II,81,14.81
2025-07-17,Synow#KR1,Gold I,15,15.15
2025-07-17,가을와이번스#KR1,Gold I,17,15
2025-07-17,두유남진원#KR2,Gold II,69,14.69
2025-07-18,가을와이번스#KR1,Gold II,88,14
2025-07-18,우리좋은말만써요#KR1,Silver III,3,9.03
2025-07-19,우리좋은말만써요#KR1,Silver IV,75,8.75
2025-07-23,Shayd#V0ID,Platinum I,20,19.2
2025-07-25,우리좋은말만써요#KR1,Silver IV,89,8.89
2025-07-26,LOV3#КR1,Emerald III,20,21.2
2025-07-26,우리좋은말만써요#KR1,Silver III,12,9.12
2025-07-27,가을와이번스#KR1,Gold II,89,14
2025-07-27,우리좋은말만써요#KR1,Silver IV,84,8.84
2025-07-28,가을와이번스#KR1,Gold II,90,14
2025-07-29,우리좋은말만써요#KR1,Bronze I,47,7.47
2025-08-04,우리좋은말만써요#KR1,Silver IV,7,8.07
2025-08-05,우리좋은말만써요#KR1,Silver IV,92,8.92
2025-08-06,닥터hong#KR1,Platinum IV,11,16.11
2025-08-06,우리좋은말만써요#KR1,Silver IV,83,8.83
2025-08-08,우리좋은말만써요#KR1,Silver III,25,9.25
2025-08-10,가을와이번스#KR1,Gold II,65,14
2025-08-11,닥터hong#KR1,Gold I,75,15.75
2025-08-16,우리좋은말만써요#KR1,Silver II,14,10.14
2025-08-18,03년생일반고학생#공부하는중,Platinum II,0,18
2025-08-20,03년생일반고학생#공부하는중,Platinum II,46,18.46
2025-08-20,우리좋은말만써요#KR1,Silver I,10,11.1
2025-08-21,03년생일반고학생#공부하는중,Platinum II,69,18.69
2025-08-21,우리좋은말만써요#KR1,Silver II,81,10.81
2025-08-24,03년생일반고학생#공부하는중,Platinum III,94,17.94
2025-08-25,우리좋은말만써요#KR1,Silver II,6,10.06
2025-08-26,Shayd#V0ID,Emerald IV,6,20.06
2025-08-29,탬탬버린유튜브좋아요#KR2,Bronze II,26,6.26
2025-08-30,우리좋은말만써요#KR1,Silver II,82,10.82
2025-08-30,탬탬버린유튜브좋아요#KR2,Bronze I,2,7.02
2025-08-31,03년생일반고학생#공부하는중,Platinum IV,83,16.83
2025-08-31,우리좋은말만써요#KR1,Silver II,78,10.78
2025-08-31,탬탬버린유튜브좋아요#KR2,Silver IV,4,8.04
2025-09-03,탬탬버린유튜브좋아요#KR2,Silver III,18,9.18
2025-09-07,우리좋은말만써요#KR1,Silver I,5,11.05
2025-09-11,춘봉박#알콜장전,Silver IV,0,8
2025-09-11,탬탬버린유튜브좋아요#KR2,Silver III,26,9.26
2025-09-13,우리좋은말만써요#KR1,Silver II,78,10.78
2025-09-13,탬탬버린유튜브좋아요#KR2,Silver II,40,10.4
2025-09-14,탬탬버린유튜브좋아요#KR2,Silver II,92,10.92
2025-09-15,탬탬버린유튜브좋아요#KR2,Silver I,30,11.3
2025-09-17,탬탬버린유튜브좋아요#KR2,Gold IV,10,12.1
2025-09-18,우리좋은말만써요#KR1,Silver I,2,11.02
2025-09-19,우리좋은말만써요#KR1,Silver II,75,10.75
2025-09-19,탬탬버린유튜브좋아요#KR2,Gold III,80,13.8
2025-09-20,우리좋은말만써요#KR1,Silver I,2,11.02
2025-09-21,우리좋은말만써요#KR1,Silver II,76,10.76
2025-09-22,03년생일반고학생#공부하는중,Platinum II,60,18.6
2025-09-22,우리좋은말만써요#KR1,Silver I,3,11.03
2025-09-23,03년생일반고학생#공부하는중,Platinum II,84,18.84
2025-09-23,우리좋은말만써요#KR1,Silver II,78,10.78
2025-09-26,춘봉박#알콜장전,Silver III,22,9.22
2025-09-26,탬탬버린유튜브좋아요#KR2,Gold III,99,13.99
2025-09-27,우리좋은말만써요#KR1,Silver III,79,9.79
2025-09-27,탬탬버린유튜브좋아요#KR2,Gold II,2,14.02
2025-09-29,춘봉박#알콜장전,Silver II,2,10.02
2025-10-01,닥터hong#KR1,Platinum IV,21,16.21
2025-10-03,03년생일반고학생#공부하는중,Platinum I,9,19.09
2025-10-05,춘봉박#알콜장전,Silver I,23,11.23
2025-10-07,Shayd#V0ID,Platinum I,75,19.75
2025-10-07,춘봉박#알콜장전,Silver II,78,10.78
2025-10-11,03년생일반고학생#공부하는중,Platinum II,81,18.81
2025-10-12,춘봉박#알콜장전,Silver I,13,11.13
2025-10-13,03년생일반고학생#공부하는중,Platinum I,4,19.04
2025-10-14,우리좋은말만써요#KR1,Silver IV,77,8.77
2025-10-16,03년생일반고학생#공부하는중,Platinum I,1,19.01
2025-10-17,우리좋은말만써요#KR1,Silver IV,82,8.82
2025-10-21,우리좋은말만써요#KR1,Silver IV,77,8.77
2025-10-26,03년생일반고학생#공부하는중,Platinum II,94,18.94
2025-11-07,춘봉박#알콜장전,Silver I,20,11.2
2025-11-09,우리좋은말만써요#KR1,Silver III,12,9.12
2025-11-10,우리좋은말만써요#KR1,Silver IV,80,8.8
2025-11-15,강철의주먹연우#KR1,Gold I,9,15.09
2025-11-15,우리좋은말만써요#KR1,Silver IV,65,8.65
2025-11-16,03년생일반고학생#공부하는중,Platinum III,81,17.81
2025-11-16,강철의주먹연우#KR1,Gold III,99,13.99
2025-11-19,LOV3#КR1,Emerald IV,78,20.78
2025-11-19,Shayd#V0ID,Platinum I,22,19.22
2025-11-19,탬탬버린유튜브좋아요#KR2,Gold III,84,13.84
2025-11-20,LOV3#КR1,Emerald III,6,21.06
2025-11-20,가을와이번스#KR1,Gold II,11,14
2025-11-21,LOV3#КR1,Emerald IV,39,20.39
2025-11-21,Shayd#V0ID,Platinum II,86,18.86
2025-11-22,03년생일반고학생#공부하는중,Platinum II,48,18.48
2025-11-22,탬탬버린유튜브좋아요#KR2,Gold III,96,13.96
2025-11-23,강철의주먹연우#KR1,Gold II,8,14.08
2025-11-23,T1 Zeus#jung4,Silver II,32,10.32
2025-11-24,날씨가너무덥네요#KR1,Emerald IV,83,20.83
2025-11-25,강철의주먹연우#KR1,Gold II,3,14.03
2025-11-28,Synow#KR1,Gold I,46,15.46
2025-11-29,03년생일반고학생#공부하는중,Platinum I,11,19.11
2025-11-29,T1 Zeus#jung4,Silver IV,1,8.01
2025-11-29,우리좋은말만써요#KR1,Silver III,19,9.19
2025-11-30,03년생일반고학생#공부하는중,Emerald IV,24,20.24
2025-11-30,LOV3#КR1,Emerald IV,71,20.71
2025-12-01,03년생일반고학생#공부하는중,Emerald III,4,21.04
2025-12-02,03년생일반고학생#공부하는중,Emerald IV,84,20.84
2025-12-02,이렐꼴1픽#KR1,Bronze IV,46,4.46
2025-12-03,가을와이번스#KR1,Gold II,7,14
2025-12-03,우리좋은말만써요#KR1,Silver IV,92,8.92
2025-12-04,03년생일반고학생#공부하는중,Emerald IV,83,20.83
2025-12-04,우리좋은말만써요#KR1,Silver III,16,9.16
2025-12-06,T1 Zeus#jung4,Silver III,17,9.17
2025-12-06,이렐꼴1픽#KR1,Bronze III,2,5.02
2025-12-06,우리좋은말만써요#KR1,Silver IV,60,8.6
2025-12-07,이렐꼴1픽#KR1,Bronze IV,90,4.9
2025-12-07,두유남진원#KR2,Gold III,49,13.49
2025-12-08,가을와이번스#KR1,Gold III,98,13
2025-12-09,가을와이번스#KR1,Gold II,23,14
2025-12-09,두유남진원#KR2,Gold IV,75,12.75
2025-12-10,가을와이번스#KR1,Gold III,96,13
2025-12-12,T1 Zeus#jung4,Silver II,99,10.99
2025-12-15,03년생일반고학생#공부하는중,Platinum I,70,19.7
2025-12-16,가을와이번스#KR1,Gold III,83,13
2025-12-17,03년생일반고학생#공부하는중,Emerald IV,17,20.17
2025-12-17,Shayd#V0ID,Platinum III,89,17.89
2025-12-21,03년생일반고학생#공부하는중,Emerald IV,40,20.4
2025-12-21,Shayd#V0ID,Platinum III,12,17.12
2025-12-22,03년생일반고학생#공부하는중,Emerald IV,18,20.18
2025-12-22,LOV3#КR1,Emerald IV,8,20.08
2025-12-22,Synow#KR1,Gold I,28,15.28
2025-12-22,강철의주먹연우#KR1,Gold II,43,14.43
2025-12-22,닥터hong#KR1,Platinum IV,45,16.45
2025-12-22,두유남진원#KR2,Gold IV,1,12.01
2025-12-22,우리좋은말만써요#KR1,Silver IV,8,8.08
2025-12-22,춘봉박#알콜장전,Silver I,63,11.63
2025-12-22,탬탬버린유튜브좋아요#KR2,Gold III,71,13.71
2025-12-24,03년생일반고학생#공부하는중,Platinum I,71,19.71
2025-12-24,강철의주먹연우#KR1,Gold III,98,13.98
2025-12-26,T1 Zeus#jung4,Silver III,81,9.81
2025-12-26,이렐꼴1픽#KR1,Bronze IV,54,4.54
2025-12-27,03년생일반고학생#공부하는중,Platinum II,90,18.9
2025-12-27,강철의주먹연우#KR1,Gold IV,99,12.99
2025-12-29,강철의주먹연우#KR1,Gold III,25,13.25
2025-12-30,가을와이번스#KR1,Gold III,82,13.82
2026-01-05,강철의주먹연우#KR1,Gold II,8,14.08
2026-01-06,Synow#KR1,Gold II,90,14.9
2026-01-06,강철의주먹연우#KR1,Gold II,9,14.09
2026-01-07,강철의주먹연우#KR1,Gold III,84,13.84
2026-01-08,03년생일반고학생#공부하는중,Platinum II,63,18.63
2026-01-08,Shayd#V0ID,Platinum III,37,17.37
2026-01-08,Synow#KR1,Gold II,25,14.25
2026-01-08,강철의주먹연우#KR1,Gold III,62,13.62
2026-01-08,닥터hong#KR1,Platinum IV,84,16.84
2026-01-08,우리좋은말만써요#KR1,Silver IV,0,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
